číslo,název,kandidátnílistina,poř.číslo,věk,navrh.strana,polit.přísl.,pořadí,mandát,"příjmení, jméno",tituly,abs.,v %


5,strana zelených a šance pro ol,9,malá eva, ,39,sz,sz,336,7.92,8, 
1,komunistická str.čech a moravy,1,marek miroslav,ing. ,49,ksčm,ksčm,745,12.35,1,*
8,česká str.sociálně demokrat.,6,mayerová ludmila,ing. ,60,čssd,čssd,920,10.57,4, 
11,unie svobody-demokratická unie,8,medek ladislav, ,26,us-deu,us-deu,210,7.33, , 
5,strana zelených a šance pro ol,7,molnárová helena, ,38,nk,bezpp,353,8.32,6, 
2,občanská demokratická strana,3,mrázek ivan,phdr. ,68,ods,ods,1 334,11.37,1, 
10,křesť.demokr.unie-čs.str.lid.,3,novotný jaroslav,mgr. ,44,kdu-čsl,kdu-čsl,550,11.83,2, 
2,občanská demokratická strana,1,novotný martin, ,30,ods,ods,1 367,11.65,2,*
5,strana zelených a šance pro ol,2,obenaus milan,ing.arch. ,48,sz,sz,717,16.91,1,*
6,nezávislí,4,pavlík jan,mgr. ,54,nez,čsns,219,11.09, , 
10,křesť.demokr.unie-čs.str.lid.,7,pelikán matouš, ,20,kdu-čsl,bezpp,515,11.08,6, 
8,česká str.sociálně demokrat.,8,picek radomír,judr. ,46,čssd,čssd,900,10.34,6, 
2,občanská demokratická strana,7,pokorná kateřina, ,27,ods,ods,1 233,10.51,4, 
3,olomouc 21-sos a nez.ob.inic.,2,přasličková dana, ,47,sos,sos,317,12.35, , 
3,olomouc 21-sos a nez.ob.inic.,7,přibylová miluše, ,38,nk,bezpp,231,9.00, , 
4,naděje a hnutí obč. sebeobr.,4,příhoda václav, ,58,nk,bezpp,244,9.58, , 
4,naděje a hnutí obč. sebeobr.,6,rybová alena,ing. ,52,nk,bezpp,248,9.74, , 
7,"blok pro obč.-koalice rms,sžj",3,ryšlink pavel, ,59,rms,rms,29,23.01, , 
6,nezávislí,8,sanetrník dieter, ,61,nez,čsns,173,8.76, , 
11,unie svobody-demokratická unie,6,selucká daniela, ,27,us-deu,us-deu,245,8.56, , 
6,nezávislí,7,skácel tomáš, ,48,nez,bezpp,168,8.51, , 
2,občanská demokratická strana,5,skřivánek aleš,mudr. ,37,ods,ods,1 444,12.31,1,*
6,nezávislí,9,snášel pavel, ,36,nez,bezpp,154,7.80, , 
6,nezávislí,3,srovnal pavel,ing. ,51,nez,bezpp,230,11.65, , 
5,strana zelených a šance pro ol,3,staněk petr,ing. ,38,nk,bezpp,521,12.28,2, 
10,křesť.demokr.unie-čs.str.lid.,2,stejskal ladislav, ,31,kdu-čsl,kdu-čsl,526,11.32,1, 
10,křesť.demokr.unie-čs.str.lid.,6,stranyánek jiří,rndr. ,60,kdu-čsl,kdu-čsl,491,10.56,5, 
11,unie svobody-demokratická unie,9,svoboda josef,ing. ,30,us-deu,bezpp,200,6.98, , 
3,olomouc 21-sos a nez.ob.inic.,1,svozil miloslav, ,62,sos,sos,364,14.18, , 
6,nezávislí,5,ševčík drahomír,mgr. ,35,nez,bezpp,266,13.47, , 
9,str.venkova-spoj.občan.síly,1,špruček františek,mvdr. ,44,sv sos,bezpp,197,100.00, , 
10,křesť.demokr.unie-čs.str.lid.,4,štěpánek jiří,ing. ,42,kdu-čsl,kdu-čsl,507,10.91,3, 
1,komunistická str.čech a moravy,9,štěpánek vladimír, ,68,ksčm,ksčm,621,10.29,7, 
11,unie svobody-demokratická unie,4,švarc vladimír,ing. ,47,us-deu,us-deu,293,10.23, , 
7,"blok pro obč.-koalice rms,sžj",2,tomášková jana, ,58,sžj,bezpp,22,17.46, , 
3,olomouc 21-sos a nez.ob.inic.,9,vaculíková monika,mgr. ,26,sos,bezpp,233,9.08, , 
4,naděje a hnutí obč. sebeobr.,7,vaňková milada,mgr. ,58,n,bezpp,227,8.91, , 
8,česká str.sociálně demokrat.,7,verner bohumír, ,75,čssd,čssd,862,9.90,5, 
5,strana zelených a šance pro ol,4,vojíková jana,judr. ,41,nk,bezpp,449,10.58,3, 
8,česká str.sociálně demokrat.,1,vomáčka jaroslav,mudr. ph.d.,46,čssd,čssd,1 211,13.91,1,*
2,občanská demokratická strana,2,vrbová regína,ing. ,34,ods,ods,1 376,11.73,3,*
11,unie svobody-demokratická unie,5,vysoudil martin, ,20,us-deu,us-deu,255,8.90, , 
3,olomouc 21-sos a nez.ob.inic.,5,zahradníková zuzana, ,30,nk,bezpp,295,11.49, , 
3,olomouc 21-sos a nez.ob.inic.,6,zaoralová růžena,mgr. ,44,sos,bezpp,252,9.82, , 
4,naděje a hnutí obč. sebeobr.,2,zavadil josef, ,58,nk,bezpp,273,10.72, , 
4,naděje a hnutí obč. sebeobr.,5,zouhar jaromír,mudr. ,53,nk,bezpp,312,12.25, , 
3,olomouc 21-sos a nez.ob.inic.,4,žák petr, ,44,sos,sos,244,9.50, , 


1,strana zelených a šance pro ol,1,andrš pavel,mudr. ,38,sz,sz,761,15.85,1,*
11,unie svobody-demokratická unie,5,bič richard, ,50,us-deu,us-deu,141,8.53, , 
2,křesť.demokr.unie-čs.str.lid.,2,brabcová jitka,ing ,41,kdu-čsl,kdu-čsl,410,12.53, , 
7,olomouc 21-sos a nez.ob.inic.,5,coufal miroslav, ,63,sos,bezpp,223,12.09, , 
10,komunistická str.čech a moravy,1,černý alexander,rsdr. ,49,ksčm,ksčm,921,12.79,1,*
10,komunistická str.čech a moravy,6,čubrdová marie, ,54,ksčm,ksčm,776,10.77,4, 
6,naděje a hnutí obč. sebeobr.,2,čubrdová miluše, ,27,n,bezpp,118,9.93, , 
2,křesť.demokr.unie-čs.str.lid.,5,dehner daniel,mgr. ,29,kdu-čsl,kdu-čsl,321,9.81, , 
2,křesť.demokr.unie-čs.str.lid.,6,ehrmannová jana,mudr. ,35,kdu-čsl,kdu-čsl,348,10.63, , 
10,komunistická str.čech a moravy,9,frank jaroslav, ,54,ksčm,ksčm,719,9.98,7, 
1,strana zelených a šance pro ol,4,giacintov michal,ing.arch ,39,nk,bezpp,528,11.00,4, 
6,naděje a hnutí obč. sebeobr.,1,grass miroslav,mgr. ,26,n,n,146,12.28, , 
1,strana zelených a šance pro ol,6,gremlicová bohumila,mudr. ,68,nk,bezpp,467,9.73,6, 
6,naděje a hnutí obč. sebeobr.,7,haas jiří, ,45,nk,bezpp,73,6.14, , 
5,občanská demokratická strana,2,hanáková marcela,phdr. ,43,ods,ods,1 256,12.48,2,*
2,křesť.demokr.unie-čs.str.lid.,1,havran zdislav,mgr. ,53,kdu-čsl,kdu-čsl,403,12.31, , 
1,strana zelených a šance pro ol,5,hlačíková gabriela,mgr. ,31,nk,bezpp,489,10.18,5, 
6,naděje a hnutí obč. sebeobr.,4,holá jaroslava,mudr. ,55,nk,bezpp,184,15.48, , 
1,strana zelených a šance pro ol,7,horáček martin,phdr. ,25,nk,bezpp,444,9.25,7, 
11,unie svobody-demokratická unie,8,hradec miloš,mgr. ,56,us-deu,bezpp,160,9.68, , 
11,unie svobody-demokratická unie,7,hrdlica petar, ,59,us-deu,us-deu,122,7.38, , 
11,unie svobody-demokratická unie,9,hrdličková radoslava, ,45,us-deu,us-deu,129,7.80, , 
5,občanská demokratická strana,3,jelínek pavel,ing. ph.d.,40,ods,ods,1 248,12.40,1, 
7,olomouc 21-sos a nez.ob.inic.,7,jeništa lubomír, ,51,nk,bezpp,169,9.16, , 
5,občanská demokratická strana,8,jína stanislav,ing. ,65,ods,ods,974,9.68,6, 
10,komunistická str.čech a moravy,3,kaláb stanislav,mgr. ,51,ksčm,bezpp,817,11.34,1, 
5,občanská demokratická strana,4,kamarád václav, ,73,ods,ods,1 126,11.19,2, 
5,občanská demokratická strana,9,kamarádová růžena, ,78,ods,ods,872,8.66,7, 
11,unie svobody-demokratická unie,1,kaštil josef,rndr. ,42,us-deu,us-deu,329,19.91, , 
7,olomouc 21-sos a nez.ob.inic.,4,kořínková gabriela,mgr. ,28,sos,bezpp,188,10.19, , 
7,olomouc 21-sos a nez.ob.inic.,9,kovářová eva,mgr. ,37,nk,bezpp,188,10.19, , 
5,občanská demokratická strana,7,králíková djamila,bc. ,35,ods,ods,1 070,10.63,5, 
4,česká str.sociálně demokrat.,3,látal jan,ing. ,43,čssd,čssd,1 861,12.43,2,*
3,nezávislí,3,lepil oldřich,doc.rndr. csc.,69,nez,bezpp,360,11.70, , 
11,unie svobody-demokratická unie,3,lesák vlastimil,ing. ,51,us-deu,us-deu,175,10.59, , 
4,česká str.sociálně demokrat.,5,libíček rostislav,mgr. ,60,čssd,čssd,1 594,10.64,1, 
3,nezávislí,1,mačáková jana,prof.mudr.phdr. csc.,59,nez,bezpp,941,30.59, , 
11,unie svobody-demokratická unie,6,mankovecký petr,ing. ,37,us-deu,us-deu,194,11.74, , 
9,str.venkova-spoj.občan.síly,1,marková zuzana,phdr. ,40,sv sos,bezpp,94,100.00, , 
5,občanská demokratická strana,1,martinák jiří, ,31,ods,ods,1 268,12.60,1,*
10,komunistická str.čech a moravy,4,martinů ludmila, ,52,ksčm,ksčm,809,11.23,2, 
11,unie svobody-demokratická unie,2,matuška dan,rndr. ,53,us-deu,bezpp,230,13.92, , 
11,unie svobody-demokratická unie,4,medek ladislav, ,52,us-deu,us-deu,172,10.41, , 
10,komunistická str.čech a moravy,2,michálek petr,mgr. ,60,ksčm,ksčm,824,11.44,2,*
4,česká str.sociálně demokrat.,7,minařík františek,ing. ,56,čssd,čssd,1 542,10.30,3, 
7,olomouc 21-sos a nez.ob.inic.,8,mohlerová marie,ing. ,48,sos,bezpp,142,7.70, , 
5,občanská demokratická strana,6,motalová jana,bc. ,27,ods,ods,1 102,10.95,4, 
2,křesť.demokr.unie-čs.str.lid.,8,navrátil vladimír,rndr. ,45,kdu-čsl,bezpp,359,10.97, , 
10,komunistická str.čech a moravy,7,nevrlý květoslav, ,61,ksčm,ksčm,775,10.76,5, 
8,"blok pro obč.-koalice rms,sžj",5,novák pavel, ,37,rms,bezpp,30,20.68, , 
1,strana zelených a šance pro ol,2,opichal karel,mudr. ,35,nk,bezpp,570,11.87,2, 
8,"blok pro obč.-koalice rms,sžj",1,ovčáčíková alena,phdr. ,46,sžj,sžj,37,25.51, , 
3,nezávislí,2,pavlík františek, ,55,nez,bezpp,308,10.01, , 
2,křesť.demokr.unie-čs.str.lid.,3,pelikán vít,ing. ,49,kdu-čsl,kdu-čsl,451,13.78, , 
8,"blok pro obč.-koalice rms,sžj",3,peniašková mária, ,48,rms,bezpp,27,18.62, , 
2,křesť.demokr.unie-čs.str.lid.,7,polepil miroslav,ing. ,60,kdu-čsl,kdu-čsl,309,9.44, , 
3,nezávislí,5,pořízka lubomír, ,55,nez,bezpp,233,7.57, , 
7,olomouc 21-sos a nez.ob.inic.,2,příborský jan, ,55,nk,bezpp,278,15.07, , 
4,česká str.sociálně demokrat.,2,ptačovský zdeněk, ,48,čssd,čssd,1 730,11.55,3,*
1,strana zelených a šance pro ol,8,raclavský vladislav,mudr. ph.d.,36,nk,bezpp,587,12.23,1, 
10,komunistická str.čech a moravy,5,sedláček ladislav, ,52,ksčm,bezpp,808,11.22,3, 
3,nezávislí,6,sedláčková věra, ,35,nez,čsns,283,9.20, , 
4,česká str.sociálně demokrat.,4,schwarzová jana, ,35,čssd,čssd,1 672,11.16,4,*
4,česká str.sociálně demokrat.,8,skřivanová milada,ing. ,62,čssd,čssd,1 413,9.43,4, 
1,strana zelených a šance pro ol,3,sojková irena,mgr. ,38,nk,bezpp,523,10.89,3, 
6,naděje a hnutí obč. sebeobr.,5,spáčil tomáš, ,37,n,bezpp,125,10.52, , 
3,nezávislí,8,subota jan, ,47,nez,bezpp,204,6.63, , 
7,olomouc 21-sos a nez.ob.inic.,6,suchánková helena,mgr. ,45,sos,bezpp,163,8.83, , 
7,olomouc 21-sos a nez.ob.inic.,3,sýkora tomáš,ing.bc. ,34,sos,bezpp,190,10.30, , 
2,křesť.demokr.unie-čs.str.lid.,9,šana jaroslav, ,71,kdu-čsl,kdu-čsl,242,7.39, , 
2,křesť.demokr.unie-čs.str.lid.,4,šestořád pavel,mudr. ,36,kdu-čsl,kdu-čsl,429,13.11, , 
6,naděje a hnutí obč. sebeobr.,9,šifaldová květoslava, ,64,nk,bezpp,64,5.38, , 
10,komunistická str.čech a moravy,8,šimonová anna, ,69,ksčm,ksčm,750,10.41,6, 
6,naděje a hnutí obč. sebeobr.,6,šperlínová marcela, ,48,n,bezpp,106,8.92, , 
3,nezávislí,4,špilháček jan,judr. ,57,nez,bezpp,341,11.08, , 
8,"blok pro obč.-koalice rms,sžj",2,štěpánková jana, ,45,sžj,bezpp,20,13.79, , 
4,česká str.sociálně demokrat.,1,tesařík martin,ing. ,48,čssd,čssd,2 251,15.03,1,*
1,strana zelených a šance pro ol,9,tichák tomáš,ing. ,45,nk,bezpp,430,8.96,8, 
4,česká str.sociálně demokrat.,6,titz přemysl,judr. ,63,čssd,čssd,1 559,10.41,2, 
6,naděje a hnutí obč. sebeobr.,8,tománek pavel, ,49,nk,bezpp,71,5.97, , 
8,"blok pro obč.-koalice rms,sžj",4,ulmannová naděžda, ,28,sžj,bezpp,31,21.37, , 
5,občanská demokratická strana,5,vařeková eva, ,54,ods,ods,1 143,11.36,3, 
4,česká str.sociálně demokrat.,9,vencl květoslav, ,54,čssd,čssd,1 347,8.99,5, 
3,nezávislí,7,vlach vladimír, ,70,nez,bezpp,214,6.95, , 
3,nezávislí,9,vlčková jiřina, ,46,nez,bezpp,192,6.24, , 
7,olomouc 21-sos a nez.ob.inic.,1,vykoukal matouš, ,59,sos,bezpp,303,16.43, , 
6,naděje a hnutí obč. sebeobr.,3,zicháček vladimír,rndr. ,59,nk,bezpp,301,25.33, , 


2,nezávislí,3,adamíková alena,phdr. ,45,nez,bezpp,481,14.87,2, 
9,česká str.sociálně demokrat.,5,augustin radek,mgr. ,25,čssd,čssd,953,10.98,3, 
1,občanská demokratická strana,5,bačík petr,ing. ,27,ods,ods,928,11.24,3, 
9,česká str.sociálně demokrat.,9,bartal františek, ,62,čssd,čssd,759,8.75,7, 
2,nezávislí,6,benčík juraj, ,40,nez,bezpp,259,8.01,5, 
1,občanská demokratická strana,7,beneš radovan, ,36,ods,ods,847,10.26,5, 
2,nezávislí,9,blaha ludvík, ,52,nez,bezpp,243,7.51,8, 
9,česká str.sociálně demokrat.,3,boková danuše, ,62,čssd,čssd,963,11.10,1, 
2,nezávislí,8,bussinow milan,mgr. ,27,nez,bezpp,293,9.06,7, 
3,komunistická str.čech a moravy,1,cardová jaroslava,paeddr. ,48,ksčm,ksčm,749,12.33,1,*
5,unie svobody-demokratická unie,5,coufal bohuslav,mgr. ,34,us-deu,us-deu,154,9.08, , 
1,občanská demokratická strana,8,černohouzová milena, ,66,ods,ods,816,9.88,6, 
6,strana zelených a šance pro ol,6,daněk petr, ,35,nk,bezpp,251,8.03,5, 
10,"blok pro obč.-koalice rms,sžj",2,derka jan, ,24,rms,bezpp,26,29.21, , 
6,strana zelených a šance pro ol,7,dobešová drahomíra,mgr. ,44,nk,bezpp,286,9.15,6, 
8,olomouc 21-sos a nez.ob.inic.,5,doláková jitka, ,52,sos,bezpp,211,9.44, , 
6,strana zelených a šance pro ol,8,doleželová jindřiška,mgr. ,47,nk,bezpp,265,8.48,7, 
1,občanská demokratická strana,3,dvouletý daniel,ing. ,25,ods,ods,929,11.25,1, 
3,komunistická str.čech a moravy,5,fellner pavel, ,23,ksčm,bezpp,662,10.90,3, 
9,česká str.sociálně demokrat.,1,fischer michael,mudr. ,46,čssd,čssd,1 323,15.25,1,*
4,křesť.demokr.unie-čs.str.lid.,3,fišrová marie, ,53,kdu-čsl,bezpp,368,11.04,3, 
9,česká str.sociálně demokrat.,7,fryc jiří,ing. ,47,čssd,čssd,897,10.34,5, 
5,unie svobody-demokratická unie,9,göbel marian,mgr. ,57,us-deu,us-deu,93,5.48, , 
10,"blok pro obč.-koalice rms,sžj",4,grepl ivan, ,37,rms,bezpp,25,28.08, , 
4,křesť.demokr.unie-čs.str.lid.,6,habáň miroslav, ,42,kdu-čsl,kdu-čsl,337,10.11,5, 
6,strana zelených a šance pro ol,2,holzer miloš,rndr. ,51,nk,bezpp,548,17.54,1, 
7,naděje a hnutí obč. sebeobr.,1,hotový karel,ing. arch. ,61,n,bezpp,240,25.21, , 
6,strana zelených a šance pro ol,9,hrbek david,mgr. ,34,nk,bezpp,318,10.17,8, 
2,nezávislí,4,hrubý radomír, ,49,nez,bezpp,322,9.95,3, 
9,česká str.sociálně demokrat.,2,hušek václav,mgr. ,58,čssd,čssd,1 054,12.15,2,*
8,olomouc 21-sos a nez.ob.inic.,9,chlapíková veronika, ,24,sos,bezpp,136,6.09, , 
10,"blok pro obč.-koalice rms,sžj",1,jelínek václav, ,46,sžj,sžj,23,25.84, , 
9,česká str.sociálně demokrat.,8,ježek milan,mgr. ,28,čssd,čssd,902,10.39,6, 
6,strana zelených a šance pro ol,3,kadlec ján, ,52,nk,bezpp,314,10.05,2, 
4,křesť.demokr.unie-čs.str.lid.,4,kalmanová jarmila, ,60,kdu-čsl,kdu-čsl,309,9.27,4, 
7,naděje a hnutí obč. sebeobr.,5,kladiva petr, ,35,n,bezpp,85,8.92, , 
4,křesť.demokr.unie-čs.str.lid.,1,konečný petr,mgr.ing. ,35,kdu-čsl,kdu-čsl,602,18.07,1,*
1,občanská demokratická strana,4,kořenek miroslav,ing. ,56,ods,ods,927,11.23,2, 
3,komunistická str.čech a moravy,4,koutná naděžda, ,44,ksčm,bezpp,685,11.28,2, 
6,strana zelených a šance pro ol,4,kožďál petr, ,38,nk,bezpp,272,8.70,3, 
4,křesť.demokr.unie-čs.str.lid.,8,kraclík jiří, ,48,kdu-čsl,kdu-čsl,286,8.58,7, 
8,olomouc 21-sos a nez.ob.inic.,3,krutilová dagmar,mgr. ,40,nk,bezpp,270,12.09, , 
2,nezávislí,5,kulísková iveta, ,36,nez,čsns,263,8.13,4, 
4,křesť.demokr.unie-čs.str.lid.,5,kvapil pavel,mgr. ,37,kdu-čsl,kdu-čsl,416,12.48,2, 
8,olomouc 21-sos a nez.ob.inic.,1,langer milan,mgr. ,43,nk,bezpp,474,21.22, , 
3,komunistická str.čech a moravy,8,mádr ladislav, ,50,ksčm,bezpp,633,10.42,6, 
1,občanská demokratická strana,6,machalíčková daniela, ,30,ods,ods,926,11.22,4, 
10,"blok pro obč.-koalice rms,sžj",3,malečková marta, ,55,sžj,bezpp,15,16.85, , 
5,unie svobody-demokratická unie,4,mankovecká josefa, ,64,us-deu,us-deu,137,8.08, , 
3,komunistická str.čech a moravy,3,marčan vladimír, ,46,ksčm,bezpp,677,11.15,1, 
2,nezávislí,2,mareš ivo,mudr. ,38,nez,bezpp,510,15.77,1, 
7,naděje a hnutí obč. sebeobr.,6,mifková eva, ,61,nk,bezpp,72,7.56, , 
4,křesť.demokr.unie-čs.str.lid.,9,mikulík jan, ,44,kdu-čsl,bezpp,285,8.55,8, 
4,křesť.demokr.unie-čs.str.lid.,7,obšel alois, ,41,kdu-čsl,kdu-čsl,303,9.09,6, 
5,unie svobody-demokratická unie,2,petřík ladislav, ,58,us-deu,us-deu,253,14.92, , 
5,unie svobody-demokratická unie,1,pilát miroslav,paeddr. ,43,us-deu,us-deu,431,25.42, , 
3,komunistická str.čech a moravy,9,poklop bohumil,ing. ,77,ksčm,ksčm,596,9.81,7, 
1,občanská demokratická strana,1,pokorný vladimír,ing. ,56,ods,ods,1 091,13.21,1,*
4,křesť.demokr.unie-čs.str.lid.,2,procházka vladimír,ing.bc. ,55,kdu-čsl,kdu-čsl,425,12.75,1, 
2,nezávislí,1,schulz jindřich,doc.phdr. csc.,61,nez,bezpp,580,17.93,1,*
3,komunistická str.čech a moravy,2,skalka přemysl,mvdr. ,49,ksčm,ksčm,749,12.33,2,*
7,naděje a hnutí obč. sebeobr.,3,slavíková daria,phdr. ,45,nk,bezpp,135,14.18, , 
8,olomouc 21-sos a nez.ob.inic.,7,smékal lubomír,mgr. ,50,nk,bezpp,238,10.65, , 
6,strana zelených a šance pro ol,1,sovová eliška,mudr. ph.d.,41,nk,bezpp,606,19.39,1,*
7,naděje a hnutí obč. sebeobr.,7,spáčilová ivana, ,35,n,bezpp,86,9.03, , 
5,unie svobody-demokratická unie,3,sýkora pavel, ,24,us-deu,us-deu,181,10.67, , 
7,naděje a hnutí obč. sebeobr.,4,szabó nándor, ,50,nk,bezpp,99,10.39, , 
1,občanská demokratická strana,2,šputa oldřich,ing. ,48,ods,ods,1 023,12.39,2,*
6,strana zelených a šance pro ol,5,štainer martin,mgr. ,34,nk,bezpp,264,8.45,4, 
7,naděje a hnutí obč. sebeobr.,8,šustáčková janina, ,79,nk,bezpp,62,6.51, , 
3,komunistická str.čech a moravy,7,švaříček stanislav,rsdr. ,58,ksčm,ksčm,659,10.85,5, 
9,česká str.sociálně demokrat.,4,švejda josef,ing. ,60,čssd,čssd,946,10.90,2, 
5,unie svobody-demokratická unie,6,tomíková vladimíra, ,33,us-deu,bezpp,157,9.26, , 
5,unie svobody-demokratická unie,8,trčková eva,phdr. ,43,us-deu,bezpp,138,8.14, , 
8,olomouc 21-sos a nez.ob.inic.,8,vaculík marek, ,29,sos,bezpp,174,7.79, , 
7,naděje a hnutí obč. sebeobr.,9,válka ivo, ,74,nk,bezpp,59,6.19, , 
1,občanská demokratická strana,9,venc václav,ing. ,59,ods,ods,766,9.28,7, 
8,olomouc 21-sos a nez.ob.inic.,6,venkrbec miroslav, ,41,nk,bezpp,264,11.82, , 
2,nezávislí,7,veselý ladislav, ,42,nez,bezpp,282,8.72,6, 
9,česká str.sociálně demokrat.,6,vlach ivo, ,69,čssd,čssd,877,10.11,4, 
8,olomouc 21-sos a nez.ob.inic.,2,vočka zbyněk, ,27,nk,bezpp,252,11.28, , 
8,olomouc 21-sos a nez.ob.inic.,4,vrbová pavlína,mgr. ,35,sos,bezpp,214,9.58, , 
5,unie svobody-demokratická unie,7,vrzala františek,ing. ,54,us-deu,us-deu,151,8.90, , 
3,komunistická str.čech a moravy,6,zein eddineová hana, ,48,ksčm,ksčm,660,10.87,4, 
7,naděje a hnutí obč. sebeobr.,2,žůrková dagmar,mgr. ,53,nk,bezpp,114,11.97, , 


8,křesť.demokr.unie-čs.str.lid.,7,andresová stanislava,phdr. ,54,kdu-čsl,bezpp,566,9.49,6, 
9,unie svobody-demokratická unie,8,bank ladislav,rndr. ,62,us-deu,bezpp,169,10.94, , 
3,česká str.sociálně demokrat.,4,baslerová eva,phdr. ,53,čssd,čssd,1 051,11.82,2, 
5,strana zelených a šance pro ol,7,bradáč daniel, ,24,nk,bezpp,405,9.82,6, 
6,"blok pro obč.-koalice rms,sžj",2,březovský vladimír,ing. ,37,rms,bezpp,47,30.92, , 
2,naděje a hnutí obč. sebeobr.,9,čečotka ladislav, ,21,nk,bezpp,121,8.86, , 
5,strana zelených a šance pro ol,4,danis ladislav, ,36,nk,bezpp,371,9.00,4, 
3,česká str.sociálně demokrat.,2,dlouhý jan, ,61,čssd,čssd,1 061,11.93,2,*
1,občanská demokratická strana,6,domácí alenka, ,53,ods,ods,1 052,10.71,3, 
3,česká str.sociálně demokrat.,5,dostál jan, ,57,čssd,čssd,1 029,11.57,3, 
2,naděje a hnutí obč. sebeobr.,6,dostálová milada,mgr. ,44,nk,bezpp,127,9.30, , 
10,komunistická str.čech a moravy,7,drábek františek, ,54,ksčm,bezpp,674,10.62,5, 
7,nezávislí,2,drexler vladimír, ,56,nez,bezpp,265,12.14, , 
7,nezávislí,3,drulák radek, ,40,nez,bezpp,306,14.02, , 
